code,province,district,commune,village
01050506,Banteay Meanchey,Ou Chrov,Samraong,Thmenh Trei
01050507,Banteay Meanchey,Ou Chrov,Samraong,Bat Trang
01050508,Banteay Meanchey,Ou Chrov,Samraong,Anhchanh
01050509,Banteay Meanchey,Ou Chrov,Samraong,Voat
01050510,Banteay Meanchey,Ou Chrov,Samraong,Kandal
01050601,Banteay Meanchey,Ou Chrov,Souphi,Souphi Cheung
01050602,Banteay Meanchey,Ou Chrov,Souphi,Souphi Kandal
01050603,Banteay Meanchey,Ou Chrov,Souphi,Souphi Tboung
01050604,Banteay Meanchey,Ou Chrov,Souphi,Kouk Chak
01050605,Banteay Meanchey,Ou Chrov,Souphi,Kouk Prich
01050701,Banteay Meanchey,Ou Chrov,Soengh,Soengh Lech
01050702,Banteay Meanchey,Ou Chrov,Soengh,Roka
01050703,Banteay Meanchey,Ou Chrov,Soengh,Anlong Svay
01050704,Banteay Meanchey,Ou Chrov,Soengh,Soengh Tboung
01050705,Banteay Meanchey,Ou Chrov,Soengh,Phkoam
01050706,Banteay Meanchey,Ou Chrov,Soengh,Pongro
01050707,Banteay Meanchey,Ou Chrov,Soengh,Tnaot
01050708,Banteay Meanchey,Ou Chrov,Soengh,Kandal
01050709,Banteay Meanchey,Ou Chrov,Soengh,Run
01050901,Banteay Meanchey,Ou Chrov,Ou Beichoan,Banteay Thmei
01050902,Banteay Meanchey,Ou Chrov,Ou Beichoan,Chouk Chey
01050903,Banteay Meanchey,Ou Chrov,Ou Beichoan,Ou Beichoan
01050904,Banteay Meanchey,Ou Chrov,Ou Beichoan,Prasat
01050905,Banteay Meanchey,Ou Chrov,Ou Beichoan,Prey Chan
01050906,Banteay Meanchey,Ou Chrov,Ou Beichoan,Preav Chas
01050907,Banteay Meanchey,Ou Chrov,Ou Beichoan,Seila Khmer
01050908,Banteay Meanchey,Ou Chrov,Ou Beichoan,Snuol Tret
01050909,Banteay Meanchey,Ou Chrov,Ou Beichoan,Thnal Bat
01050910,Banteay Meanchey,Ou Chrov,Ou Beichoan,Tomnob Dach
01050911,Banteay Meanchey,Ou Chrov,Ou Beichoan,Yeang Dangkum
01060201,Banteay Meanchey,Serei Saophoan,Kampong Svay,Kampong Svay
01060202,Banteay Meanchey,Serei Saophoan,Kampong Svay,Kangva
01060203,Banteay Meanchey,Serei Saophoan,Kampong Svay,Phum Pir
01060204,Banteay Meanchey,Serei Saophoan,Kampong Svay,Pongro
01060205,Banteay Meanchey,Serei Saophoan,Kampong Svay,Souphi
01060206,Banteay Meanchey,Serei Saophoan,Kampong Svay,Tarang Bal
01060207,Banteay Meanchey,Serei Saophoan,Kampong Svay,Kantuot
01060208,Banteay Meanchey,Serei Saophoan,Kampong Svay,Kla Koun Chas
01060209,Banteay Meanchey,Serei Saophoan,Kampong Svay,Kla Koun Thmey
01060301,Banteay Meanchey,Serei Saophoan,Kaoh Pong Satv,Kaoh Pong Satv
01060302,Banteay Meanchey,Serei Saophoan,Kaoh Pong Satv,Ta Sok
01060303,Banteay Meanchey,Serei Saophoan,Kaoh Pong Satv,Preah Angk
01060304,Banteay Meanchey,Serei Saophoan,Kaoh Pong Satv,Snay Dangkot
01060305,Banteay Meanchey,Serei Saophoan,Kaoh Pong Satv,Angkear Bos
01060401,Banteay Meanchey,Serei Saophoan,Mkak,Mkak
01060402,Banteay Meanchey,Serei Saophoan,Mkak,Kbal Spean
01060403,Banteay Meanchey,Serei Saophoan,Mkak,Ta Ma
01060404,Banteay Meanchey,Serei Saophoan,Mkak,Kouk Lieb
01060405,Banteay Meanchey,Serei Saophoan,Mkak,Chhuk
01060406,Banteay Meanchey,Serei Saophoan,Mkak,Doun Lei
01060407,Banteay Meanchey,Serei Saophoan,Mkak,Baek Chan
01060501,Banteay Meanchey,Serei Saophoan,Ou Ambel,Saesen
01060502,Banteay Meanchey,Serei Saophoan,Ou Ambel,Kourothan
01060503,Banteay Meanchey,Serei Saophoan,Ou Ambel,Roung Masin
01060504,Banteay Meanchey,Serei Saophoan,Ou Ambel,Prohut
01060505,Banteay Meanchey,Serei Saophoan,Ou Ambel,Ou Ambel
01060601,Banteay Meanchey,Serei Saophoan,Phniet,Kantuot
01060602,Banteay Meanchey,Serei Saophoan,Phniet,Kampring
01060603,Banteay Meanchey,Serei Saophoan,Phniet,Phniet
01060604,Banteay Meanchey,Serei Saophoan,Phniet,Neak Ta
01060605,Banteay Meanchey,Serei Saophoan,Phniet,Phum Thmei
01060606,Banteay Meanchey,Serei Saophoan,Phniet,Bangruh
01060607,Banteay Meanchey,Serei Saophoan,Phniet,Sala Krau
01060701,Banteay Meanchey,Serei Saophoan,Preah Ponlea,Chak
01060702,Banteay Meanchey,Serei Saophoan,Preah Ponlea,Phum Muoy
01060703,Banteay Meanchey,Serei Saophoan,Preah Ponlea,Phum Bei
01060704,Banteay Meanchey,Serei Saophoan,Preah Ponlea,Phum Buon
01060705,Banteay Meanchey,Serei Saophoan,Preah Ponlea,Prey Ruessei
01060706,Banteay Meanchey,Serei Saophoan,Preah Ponlea,Preah Ponlea
01060707,Banteay Meanchey,Serei Saophoan,Preah Ponlea,Kbal Spean
01060801,Banteay Meanchey,Serei Saophoan,Tuek Thla,Keab
01060802,Banteay Meanchey,Serei Saophoan,Tuek Thla,Tumnob Chrey
01060803,Banteay Meanchey,Serei Saophoan,Tuek Thla,Tuek Thla
01060805,Banteay Meanchey,Serei Saophoan,Tuek Thla,Phnum Bak
01060806,Banteay Meanchey,Serei Saophoan,Tuek Thla,Dei Lou
01060807,Banteay Meanchey,Serei Saophoan,Tuek Thla,Banoy
01070101,Banteay Meanchey,Thma Puok,Banteay Chhmar,Kouk Samraong
01070102,Banteay Meanchey,Thma Puok,Banteay Chhmar,Kbal Tonsaong
01070103,Banteay Meanchey,Thma Puok,Banteay Chhmar,Banteay Chhmar Cheung
01070105,Banteay Meanchey,Thma Puok,Banteay Chhmar,Kbal Krabei
01070106,Banteay Meanchey,Thma Puok,Banteay Chhmar,Banteay Chhmar Tboung
01070107,Banteay Meanchey,Thma Puok,Banteay Chhmar,Banteay Chhmar Lech
01070108,Banteay Meanchey,Thma Puok,Banteay Chhmar,Thma Daekkeh
01070109,Banteay Meanchey,Thma Puok,Banteay Chhmar,Thlok
01070110,Banteay Meanchey,Thma Puok,Banteay Chhmar,Kouk Samraong Kaeut
01070111,Banteay Meanchey,Thma Puok,Banteay Chhmar,Srah Chrey
01070112,Banteay Meanchey,Thma Puok,Banteay Chhmar,Dang Reaek
01070113,Banteay Meanchey,Thma Puok,Banteay Chhmar,Prasat Tbaeng
01070114,Banteay Meanchey,Thma Puok,Banteay Chhmar,Prey Sangha
01070115,Banteay Meanchey,Thma Puok,Banteay Chhmar,Trapeang Thlok
01070201,Banteay Meanchey,Thma Puok,Kouk Romiet,Kouk Prech
01070202,Banteay Meanchey,Thma Puok,Kouk Romiet,Srae L'a
01070203,Banteay Meanchey,Thma Puok,Kouk Romiet,Kouk Romiet
01070204,Banteay Meanchey,Thma Puok,Kouk Romiet,Sdau
01070205,Banteay Meanchey,Thma Puok,Kouk Romiet,Thmei
01070206,Banteay Meanchey,Thma Puok,Kouk Romiet,Ta Lei
01070207,Banteay Meanchey,Thma Puok,Kouk Romiet,Sereika
01070208,Banteay Meanchey,Thma Puok,Kouk Romiet,Ta Song
01070209,Banteay Meanchey,Thma Puok,Kouk Romiet,Trapeang Samraong
01070210,Banteay Meanchey,Thma Puok,Kouk Romiet,Phlov Bambaek
01070211,Banteay Meanchey,Thma Puok,Kouk Romiet,Thma Chhatr
01070212,Banteay Meanchey,Thma Puok,Kouk Romiet,Voa Preng
01070213,Banteay Meanchey,Thma Puok,Kouk Romiet,Pram Minea
01070214,Banteay Meanchey,Thma Puok,Kouk Romiet,Sameakki
01070215,Banteay Meanchey,Thma Puok,Kouk Romiet,Banteay Mean Rit
01070217,Banteay Meanchey,Thma Puok,Kouk Romiet,Spean
01070218,Banteay Meanchey,Thma Puok,Kouk Romiet,Kandaol
01070219,Banteay Meanchey,Thma Puok,Kouk Romiet,Kdeb Thma
01070220,Banteay Meanchey,Thma Puok,Kouk Romiet,Boeng Ta Srei
01070221,Banteay Meanchey,Thma Puok,Kouk Romiet,Boeng Sokram
01070222,Banteay Meanchey,Thma Puok,Kouk Romiet,Ta Mang
01070301,Banteay Meanchey,Thma Puok,Phum Thmei,Kab Chaor
01070302,Banteay Meanchey,Thma Puok,Phum Thmei,Kouk Svay
01070303,Banteay Meanchey,Thma Puok,Phum Thmei,Rolum Chrey
01070304,Banteay Meanchey,Thma Puok,Phum Thmei,Thmei Khang Lech
01070305,Banteay Meanchey,Thma Puok,Phum Thmei,Thmei Kandal
01070306,Banteay Meanchey,Thma Puok,Phum Thmei,Thmei Khang Tboung
01070307,Banteay Meanchey,Thma Puok,Phum Thmei,Totea
01070401,Banteay Meanchey,Thma Puok,Thma Puok,Thma Puok
01070402,Banteay Meanchey,Thma Puok,Thma Puok,Neak Ta
01070403,Banteay Meanchey,Thma Puok,Thma Puok,Voat Chas
01070404,Banteay Meanchey,Thma Puok,Thma Puok,Kasen
01070405,Banteay Meanchey,Thma Puok,Thma Puok,Svay
01070406,Banteay Meanchey,Thma Puok,Thma Puok,Thnal Dach
01070407,Banteay Meanchey,Thma Puok,Thma Puok,Anlong Trach
01070501,Banteay Meanchey,Thma Puok,Kouk Kakthen,Deu
01070502,Banteay Meanchey,Thma Puok,Kouk Kakthen,Sdau
01070503,Banteay Meanchey,Thma Puok,Kouk Kakthen,Treas
01070504,Banteay Meanchey,Thma Puok,Kouk Kakthen,Kouk Kakthen
01070505,Banteay Meanchey,Thma Puok,Kouk Kakthen,Ta Siev
01070506,Banteay Meanchey,Thma Puok,Kouk Kakthen,Chonloas Dai
01070507,Banteay Meanchey,Thma Puok,Kouk Kakthen,Ta Trai
01070508,Banteay Meanchey,Thma Puok,Kouk Kakthen,Preah Chhor
01070509,Banteay Meanchey,Thma Puok,Kouk Kakthen,Kouk Kpos
01070601,Banteay Meanchey,Thma Puok,Kumru,Andoung Khlong
01070602,Banteay Meanchey,Thma Puok,Kumru,Kumru
01070603,Banteay Meanchey,Thma Puok,Kumru,Ta Yueng
01070605,Banteay Meanchey,Thma Puok,Kumru,Aekakpheap
01070606,Banteay Meanchey,Thma Puok,Kumru,Phsar Thmei
01070607,Banteay Meanchey,Thma Puok,Kumru,Svay Chrum
01070608,Banteay Meanchey,Thma Puok,Kumru,Prey Veaeng
01080101,Banteay Meanchey,Svay Chek,Phkoam,Phkoam
01080102,Banteay Meanchey,Svay Chek,Phkoam,Yeang Vien
01080103,Banteay Meanchey,Svay Chek,Phkoam,Yeang
01080104,Banteay Meanchey,Svay Chek,Phkoam,Ampil
01080105,Banteay Meanchey,Svay Chek,Phkoam,Ou
01080106,Banteay Meanchey,Svay Chek,Phkoam,Prasat Vien
01080107,Banteay Meanchey,Svay Chek,Phkoam,Ta Duol
01080108,Banteay Meanchey,Svay Chek,Phkoam,Svay Sa
01080109,Banteay Meanchey,Svay Chek,Phkoam,Mau
01080110,Banteay Meanchey,Svay Chek,Phkoam,Thma Koul
01080111,Banteay Meanchey,Svay Chek,Phkoam,Ta Koal
01080201,Banteay Meanchey,Svay Chek,Sarongk,Pheas Tboung
01080202,Banteay Meanchey,Svay Chek,Sarongk,Pheas Cheung
01080203,Banteay Meanchey,Svay Chek,Sarongk,Chrung
01080204,Banteay Meanchey,Svay Chek,Sarongk,Phlas Kang
01080205,Banteay Meanchey,Svay Chek,Sarongk,Kouk Phlu
01080206,Banteay Meanchey,Svay Chek,Sarongk,Kantrong
01080301,Banteay Meanchey,Svay Chek,Sla Kram,Sla Kram
01080302,Banteay Meanchey,Svay Chek,Sla Kram,Kakaoh
01080303,Banteay Meanchey,Svay Chek,Sla Kram,Kamnab
01080304,Banteay Meanchey,Svay Chek,Sla Kram,Toap Siem
01080305,Banteay Meanchey,Svay Chek,Sla Kram,Khlaeng Poar Cheung
01080306,Banteay Meanchey,Svay Chek,Sla Kram,Prasat
01080307,Banteay Meanchey,Svay Chek,Sla Kram,Kouk Ampil
01080308,Banteay Meanchey,Svay Chek,Sla Kram,Khlaeng Poar Tboung
01080309,Banteay Meanchey,Svay Chek,Sla Kram,Boeng Snao
01080310,Banteay Meanchey,Svay Chek,Sla Kram,Chak Puork
01080401,Banteay Meanchey,Svay Chek,Svay Chek,Kouk Khvav
01080402,Banteay Meanchey,Svay Chek,Svay Chek,Ponsay Cheung
01080403,Banteay Meanchey,Svay Chek,Svay Chek,Kloeng
01080404,Banteay Meanchey,Svay Chek,Svay Chek,Baek Chan Chas
01080405,Banteay Meanchey,Svay Chek,Svay Chek,Ponsay Tboung
01080406,Banteay Meanchey,Svay Chek,Svay Chek,Roka Thmei
01080407,Banteay Meanchey,Svay Chek,Svay Chek,Ta Ong Lech
01080408,Banteay Meanchey,Svay Chek,Svay Chek,Slaeng
01080409,Banteay Meanchey,Svay Chek,Svay Chek,Thmei
01080410,Banteay Meanchey,Svay Chek,Svay Chek,Khvav Lech
01080411,Banteay Meanchey,Svay Chek,Svay Chek,Samraong
01080412,Banteay Meanchey,Svay Chek,Svay Chek,Chamkar Ko
01080501,Banteay Meanchey,Svay Chek,Ta Baen,Kouk Ta Aek
01080502,Banteay Meanchey,Svay Chek,Ta Baen,Ou Veaeng Cheung
01080503,Banteay Meanchey,Svay Chek,Ta Baen,Ta Baen
01080504,Banteay Meanchey,Svay Chek,Ta Baen,Kouk Roka
01080505,Banteay Meanchey,Svay Chek,Ta Baen,Ou Veaeng Tboung
01080601,Banteay Meanchey,Svay Chek,Ta Phou,Ta Phou
01080602,Banteay Meanchey,Svay Chek,Ta Phou,Pongro
01080603,Banteay Meanchey,Svay Chek,Ta Phou,Ta Srei
01080604,Banteay Meanchey,Svay Chek,Ta Phou,Prech Kei
01080605,Banteay Meanchey,Svay Chek,Ta Phou,Kouk Kei
01080606,Banteay Meanchey,Svay Chek,Ta Phou,Khmoas
01080607,Banteay Meanchey,Svay Chek,Ta Phou,Thmei
01080608,Banteay Meanchey,Svay Chek,Ta Phou,Baray
01080609,Banteay Meanchey,Svay Chek,Ta Phou,Phchoek
01080610,Banteay Meanchey,Svay Chek,Ta Phou,Prech Tboung
01080611,Banteay Meanchey,Svay Chek,Ta Phou,Bantoat Baoh
01080701,Banteay Meanchey,Svay Chek,Treas,Ponley Thmei
01080702,Banteay Meanchey,Svay Chek,Treas,Chaeng
01080703,Banteay Meanchey,Svay Chek,Treas,Doun Nouy
01080704,Banteay Meanchey,Svay Chek,Treas,Prei
01080705,Banteay Meanchey,Svay Chek,Treas,Ponley Chas
01080706,Banteay Meanchey,Svay Chek,Treas,Treas
01080707,Banteay Meanchey,Svay Chek,Treas,Ampil Prong
01080708,Banteay Meanchey,Svay Chek,Treas,Ou Kakaoh
01080709,Banteay Meanchey,Svay Chek,Treas,Ta Voek
01080801,Banteay Meanchey,Svay Chek,Roluos,Baek Chan Thmei
01080802,Banteay Meanchey,Svay Chek,Roluos,Khvav Kaeut
01080803,Banteay Meanchey,Svay Chek,Roluos,Stueng
01080804,Banteay Meanchey,Svay Chek,Roluos,Ta Ong Kaeut
01080805,Banteay Meanchey,Svay Chek,Roluos,Slaeng
01080806,Banteay Meanchey,Svay Chek,Roluos,Roluos
01080807,Banteay Meanchey,Svay Chek,Roluos,Ta Sman
01090101,Banteay Meanchey,Malai,Boeng Beng,Sangkae
01090102,Banteay Meanchey,Malai,Boeng Beng,Pnum Roung
01090103,Banteay Meanchey,Malai,Boeng Beng,Chrey
01090104,Banteay Meanchey,Malai,Boeng Beng,Lvea
01090105,Banteay Meanchey,Malai,Boeng Beng,Chambak
01090201,Banteay Meanchey,Malai,Malai,Doung
01090202,Banteay Meanchey,Malai,Malai,Veal Hat
01090203,Banteay Meanchey,Malai,Malai,Kandal
01090204,Banteay Meanchey,Malai,Malai,Kbal Spean
01090205,Banteay Meanchey,Malai,Malai,Trasek Chrum
01090206,Banteay Meanchey,Malai,Malai,Dambouk Vil
01090207,Banteay Meanchey,Malai,Malai,Voat Chas
01090208,Banteay Meanchey,Malai,Malai,Thmei
01090301,Banteay Meanchey,Malai,Ou Sampoar,Ou Sampoar
01090302,Banteay Meanchey,Malai,Ou Sampoar,Ou S'am
01090303,Banteay Meanchey,Malai,Ou Sampoar,Kbal Tumnob
01090304,Banteay Meanchey,Malai,Ou Sampoar,Banteay Ti Pir
01090401,Banteay Meanchey,Malai,Ou Sralau,Ou Sralau
01090402,Banteay Meanchey,Malai,Ou Sralau,Phnum Kaubei
01090403,Banteay Meanchey,Malai,Ou Sralau,Kandaol
01090404,Banteay Meanchey,Malai,Ou Sralau,Chheu Teal
01090405,Banteay Meanchey,Malai,Ou Sralau,Bueng Reang
01090406,Banteay Meanchey,Malai,Ou Sralau,Svay Prey
01090407,Banteay Meanchey,Malai,Ou Sralau,Chan Kiri
01090408,Banteay Meanchey,Malai,Ou Sralau,Thmei
01090501,Banteay Meanchey,Malai,Tuol Pongro,Tuol Pongro
01090502,Banteay Meanchey,Malai,Tuol Pongro,Kaoh Snuol
01090503,Banteay Meanchey,Malai,Tuol Pongro,Khla Ngoab
01090504,Banteay Meanchey,Malai,Tuol Pongro,Banteay Ti Muoy
01090505,Banteay Meanchey,Malai,Tuol Pongro,Santepheap
01090506,Banteay Meanchey,Malai,Tuol Pongro,Ou Ampil
01090507,Banteay Meanchey,Malai,Tuol Pongro,Reaksmei Meanchey
01090508,Banteay Meanchey,Malai,Tuol Pongro,Akphivat
01090509,Banteay Meanchey,Malai,Tuol Pongro,Toul Prasat
01090510,Banteay Meanchey,Malai,Tuol Pongro,Sralau Chrum
01090511,Banteay Meanchey,Malai,Tuol Pongro,Boeng Chhouk
01090512,Banteay Meanchey,Malai,Tuol Pongro,Ou Kes
01090601,Banteay Meanchey,Malai,Ta Kong,Chaeng Maeng
01090602,Banteay Meanchey,Malai,Ta Kong,Ballangk
01090603,Banteay Meanchey,Malai,Ta Kong,Paoy Angkor
01090604,Banteay Meanchey,Malai,Ta Kong,Srah Phluoh
01090605,Banteay Meanchey,Malai,Ta Kong,Kcheay
01090606,Banteay Meanchey,Malai,Ta Kong,Ta Kong
01100101,Banteay Meanchey,Paoy Paet,Nimitt,Nimitt Muoy
01100102,Banteay Meanchey,Paoy Paet,Nimitt,Nimitt Pir
01100103,Banteay Meanchey,Paoy Paet,Nimitt,Nimitt Bei
01100104,Banteay Meanchey,Paoy Paet,Nimitt,Nimitt Buon
01100105,Banteay Meanchey,Paoy Paet,Nimitt,Ou Chrov
01100106,Banteay Meanchey,Paoy Paet,Nimitt,Dong Aranh
01100107,Banteay Meanchey,Paoy Paet,Nimitt,Souriya
01100108,Banteay Meanchey,Paoy Paet,Nimitt,Nimitt Thmei
01100110,Banteay Meanchey,Paoy Paet,Nimitt,Thma Sen
01100111,Banteay Meanchey,Paoy Paet,Nimitt,Anlong Svay
01100112,Banteay Meanchey,Paoy Paet,Nimitt,Koun Damrei
01100113,Banteay Meanchey,Paoy Paet,Nimitt,Koub Thum
01100114,Banteay Meanchey,Paoy Paet,Nimitt,Reaksmei Sameakki
01100115,Banteay Meanchey,Paoy Paet,Nimitt,Reaksmei Serei Pheap
01100116,Banteay Meanchey,Paoy Paet,Nimitt,Sokhsan
01100201,Banteay Meanchey,Paoy Paet,Paoy Paet,Kbal Spean​ 1
01100202,Banteay Meanchey,Paoy Paet,Paoy Paet,Baliley 1
01100209,Banteay Meanchey,Paoy Paet,Paoy Paet,Tuol Prasat
01100212,Banteay Meanchey,Paoy Paet,Paoy Paet,Kbal Spean 2
01100213,Banteay Meanchey,Paoy Paet,Paoy Paet,Kbal Koh
01100214,Banteay Meanchey,Paoy Paet,Paoy Paet,Samaki Mean Chey
01100215,Banteay Meanchey,Paoy Paet,Paoy Paet,Poay Pet
01100216,Banteay Meanchey,Paoy Paet,Paoy Paet,Prey Prech
01100218,Banteay Meanchey,Paoy Paet,Paoy Paet,Baliley 2
01100219,Banteay Meanchey,Paoy Paet,Paoy Paet,Mittapheap
01100220,Banteay Meanchey,Paoy Paet,Paoy Paet,Chan Kiri
01100221,Banteay Meanchey,Paoy Paet,Paoy Paet,Ou Chrov
01100223,Banteay Meanchey,Paoy Paet,Paoy Paet,Tumnob Kor 5
01100301,Banteay Meanchey,Paoy Paet,Phsar Kandal,Phsar Kandal
01100302,Banteay Meanchey,Paoy Paet,Phsar Kandal,Kilou Lekh Buon
01100303,Banteay Meanchey,Paoy Paet,Phsar Kandal,Prachear Thoam Lech
01100304,Banteay Meanchey,Paoy Paet,Phsar Kandal,Prachea Thorm Kaeut
01100305,Banteay Meanchey,Paoy Paet,Phsar Kandal,Tuol Pongro
01100306,Banteay Meanchey,Paoy Paet,Phsar Kandal,Ou Ruessei
01100307,Banteay Meanchey,Paoy Paet,Phsar Kandal,Prey Kub
01100308,Banteay Meanchey,Paoy Paet,Phsar Kandal,Ou Neang
01100309,Banteay Meanchey,Paoy Paet,Phsar Kandal,Andoung Thma Meas
01100310,Banteay Meanchey,Paoy Paet,Phsar Kandal,Stueng Bat
02010101,Battambang,Banan,Kantueu Muoy,Thmei
02010102,Battambang,Banan,Kantueu Muoy,Tuol Thnong
02010103,Battambang,Banan,Kantueu Muoy,Svay Prey
02010104,Battambang,Banan,Kantueu Muoy,Svay Bei Daeum
02010105,Battambang,Banan,Kantueu Muoy,Kampong Ampil
02010106,Battambang,Banan,Kantueu Muoy,Sasar Pok
02010107,Battambang,Banan,Kantueu Muoy,Voat Kantueu
02010201,Battambang,Banan,Kantueu Pir,Post Kantueu
02010202,Battambang,Banan,Kantueu Pir,Chamkar Ou
02010203,Battambang,Banan,Kantueu Pir,Banan
02010204,Battambang,Banan,Kantueu Pir,Kampang Lech
02010205,Battambang,Banan,Kantueu Pir,Kampang Kaeut
02010206,Battambang,Banan,Kantueu Pir,Chhay Rumpoat
02010207,Battambang,Banan,Kantueu Pir,Phnum Kol
02010301,Battambang,Banan,Bay Damram,Tuol Chranieng
02010302,Battambang,Banan,Bay Damram,Kampong Chaeng
02010303,Battambang,Banan,Bay Damram,Kanhchroung
02010304,Battambang,Banan,Bay Damram,Krala Peas
02010305,Battambang,Banan,Bay Damram,Bay Damram
02010306,Battambang,Banan,Bay Damram,Ta Song
02010307,Battambang,Banan,Bay Damram,Sdau
02010308,Battambang,Banan,Bay Damram,Prey Totueng
02010401,Battambang,Banan,Chheu Teal,Kampong Chhlang
02010402,Battambang,Banan,Chheu Teal,Chheu Teal
02010403,Battambang,Banan,Chheu Teal,Kampong Srama
02010404,Battambang,Banan,Chheu Teal,Khnar
02010405,Battambang,Banan,Chheu Teal,Enteak Chit
02010406,Battambang,Banan,Chheu Teal,Bat Sala
02010407,Battambang,Banan,Chheu Teal,Bay Damram
02010408,Battambang,Banan,Chheu Teal,Svay Prakeab
02010409,Battambang,Banan,Chheu Teal,Chhak Pou
02010410,Battambang,Banan,Chheu Teal,Anlong Ta Mei
02010411,Battambang,Banan,Chheu Teal,Chamkar Svay
02010412,Battambang,Banan,Chheu Teal,Thkov
02010413,Battambang,Banan,Chheu Teal,Baboh
02010414,Battambang,Banan,Chheu Teal,Doung
02010415,Battambang,Banan,Chheu Teal,Anlok Kaong
02010501,Battambang,Banan,Chaeng Mean Chey,Rung
02010502,Battambang,Banan,Chaeng Mean Chey,Chaeng
02010503,Battambang,Banan,Chaeng Mean Chey,Kampong Kol
02010504,Battambang,Banan,Chaeng Mean Chey,Thngoar
02010505,Battambang,Banan,Chaeng Mean Chey,Boh Khnor
02010506,Battambang,Banan,Chaeng Mean Chey,Changhour Svay
02010507,Battambang,Banan,Chaeng Mean Chey,Doung
02010601,Battambang,Banan,Phnum Sampov,Chaeng Kdar
02010602,Battambang,Banan,Phnum Sampov,Kampouv
02010603,Battambang,Banan,Phnum Sampov,Kouk Ampil
02010604,Battambang,Banan,Phnum Sampov,Phnum Sampov Lech
02010605,Battambang,Banan,Phnum Sampov,Phnum Sampov Kaeut
02010606,Battambang,Banan,Phnum Sampov,Samnanh
02010607,Battambang,Banan,Phnum Sampov,Kdaong
02010608,Battambang,Banan,Phnum Sampov,Krapeu Cheung
02010609,Battambang,Banan,Phnum Sampov,Krapeu Tboung
02010610,Battambang,Banan,Phnum Sampov,Krapeu Kaeut
02010701,Battambang,Banan,Snoeng,Samraong
02010702,Battambang,Banan,Snoeng,Kor
02010703,Battambang,Banan,Snoeng,Snoeng Lech
02010704,Battambang,Banan,Snoeng,Snoeng Kaeut
02010705,Battambang,Banan,Snoeng,Boeng Chaeng
02010706,Battambang,Banan,Snoeng,Boeng Prei
02010707,Battambang,Banan,Snoeng,Peak Sbaek
02010708,Battambang,Banan,Snoeng,Preah Srae
02010709,Battambang,Banan,Snoeng,Rumchey
02010710,Battambang,Banan,Snoeng,Sambuor Meas
02010711,Battambang,Banan,Snoeng,Boeng Krasal
02010801,Battambang,Banan,Ta Kream,Paoy Svay
02010802,Battambang,Banan,Ta Kream,Ta Kream
02010803,Battambang,Banan,Ta Kream,Thmei
02010804,Battambang,Banan,Ta Kream,Ou Pong Moan
02010805,Battambang,Banan,Ta Kream,Ta Ngaen
02010806,Battambang,Banan,Ta Kream,Prey Phdau
02010807,Battambang,Banan,Ta Kream,Ou Ta Nhea
02010808,Battambang,Banan,Ta Kream,Dangkot Thnong
02010809,Battambang,Banan,Ta Kream,Andoung Neang
02010810,Battambang,Banan,Ta Kream,Anlong Svay
02010811,Battambang,Banan,Ta Kream,Slab Pang
02020101,Battambang,Thma Koul,Ta Pung,Thma Koul Tboung
02020102,Battambang,Thma Koul,Ta Pung,Paoy Yong
02020103,Battambang,Thma Koul,Ta Pung,Kaksekam
02020104,Battambang,Thma Koul,Ta Pung,Paoy Samraong
02020105,Battambang,Thma Koul,Ta Pung,Kouk Kduoch
02020106,Battambang,Thma Koul,Ta Pung,Ang Tboung
02020107,Battambang,Thma Koul,Ta Pung,Tumpung Tboung
02020201,Battambang,Thma Koul,Ta Meun,Thma Koul Cheung
02020202,Battambang,Thma Koul,Ta Meun,Kouk Trab
02020203,Battambang,Thma Koul,Ta Meun,Tumneab
02020204,Battambang,Thma Koul,Ta Meun,Ta Sei
02020205,Battambang,Thma Koul,Ta Meun,Chrouy Mtes
02020206,Battambang,Thma Koul,Ta Meun,Krasang
02020207,Battambang,Thma Koul,Ta Meun,Samraong
02020208,Battambang,Thma Koul,Ta Meun,Thmei
02020209,Battambang,Thma Koul,Ta Meun,Ang Cheung
02020210,Battambang,Thma Koul,Ta Meun,Tumpung Cheung
02020301,Battambang,Thma Koul,Ou Ta Ki,Ou Ta Ki
02020302,Battambang,Thma Koul,Ou Ta Ki,Popeal Khae
02020303,Battambang,Thma Koul,Ou Ta Ki,Veal Trea
02020304,Battambang,Thma Koul,Ou Ta Ki,Tras
02020305,Battambang,Thma Koul,Ou Ta Ki,Prey Totueng
02020306,Battambang,Thma Koul,Ou Ta Ki,Prey Dach
02020307,Battambang,Thma Koul,Ou Ta Ki,Trang
02020308,Battambang,Thma Koul,Ou Ta Ki,Kakaoh
02020401,Battambang,Thma Koul,Chrey,Chrey Thmei
02020402,Battambang,Thma Koul,Chrey,Chrey
02020403,Battambang,Thma Koul,Chrey,Ka Kou
02020404,Battambang,Thma Koul,Chrey,Svay Chrum
02020405,Battambang,Thma Koul,Chrey,Kbal Khmaoch
02020406,Battambang,Thma Koul,Chrey,Prey Totueng
02020407,Battambang,Thma Koul,Chrey,Hai San
02020408,Battambang,Thma Koul,Chrey,Popeal Khae
02020409,Battambang,Thma Koul,Chrey,Anlong Run
02020410,Battambang,Thma Koul,Chrey,Kruos
02020501,Battambang,Thma Koul,Anlong Run,Char
02020502,Battambang,Thma Koul,Anlong Run,Sla Slak
